review_time,customer_id,product_id,rating,verified,review_text,summary
2015-04-23 00:00:00,1330154,118038,4,True,"I have been researching where Jeanne Assam used deadly force to stop a killer. She is a true warrior. This is the second or third book I have read on this incident and it provides details.
This book gives Assam's history in more detail then needed but worth reading for any student of self defense.","Worth reading, Assam is a warrior."
2017-11-30 00:00:00,1700629,252718,5,False,If you love Pride and Prejudice read this. I always high light passages that make me laugh out loud or that are favorites my kindle copy of Pride and Prejudice looks like an electronic highlighter exploded and I can honestly say that these haikus are drenched in color. Funny and to the point of each chapter the author hands you a modern take on a beloved classic. Very well done. I was presented with an ARC of this book in exchange for my honest review.,Funny and whip smart like Elizabeth Bennett herself.
2017-12-06 00:00:00,61473,250624,5,False,"""The timeless universality of the themes in the Arthurian legend might also account for the continuing attraction. No matter the year, love, loyalty, might versus right, betrayal, and equality are part of our lives.""

Guinevere: saint, or sinner? Model wife or feminist? Historical or fantasy metaphor? Nicole Evanilina's seminal overview of both fiction and fact is a lot to take in as she visits and revisits the historical record of the woman known as Guenivere, a chess piece of both romance and theology/theology. Steeped in tradition of courtly love, authors have used her to symbolize the wanton one, the pure one, the wished for savior, the devil incarnate, Arthur's helpmeet or his destruction.

This is an extant piece of work and a welcome overview of the tradition from  century to the present with enough notes to make your head spin. ASA theologian and a church historian I welcome this book into the cadre, and highly recommend it. 5/5",Saint or sinner
2017-05-01 00:00:00,1444911,251073,5,True,The standard for cruising.  I have owned several versions of the waggoner and the latest version is just as good as the previous ones.  The introductory information is great to read as a refresher on everything from VHF radio operation to navigation to safety on the water.  If you only have one cruising guide it would be the Waggoner.  Almost every port and anchorage is covered in the guide with just the right amount of information to quickly plan your cruise.  I highly recommend this guide.,The standard for cruising guides
2017-11-15 00:00:00,1559882,251158,3,False,"This book was unlike any I have read before in that it moves along very simply, and as a result, I found it hard to become engaged in the story.  To be fair, this is book two in a series, and I haven't read book one. Had I read these in order, I likely would have been more invested in the main character, Amy, and her passions from the start. As it was, Amy was hard for me to connect with, but I ultimately found her to be an interesting character. While she behaves quite simplistically and in an almost immature manner for most of the book, we ultimately see that she is a fairly complex person.  As the story progresses, we find there is more to Amy than is initially seen- she takes several stands that required strength of character and a commitment to her personal beliefs,  especially near the end. It was seeing this strength and commitment that kept me reading, and yet, when the book ends, her story is clearly not done. The ending is a significant cliffhanger, and so if you read this, start with book one, and be prepared to read all three in order to get the full story! If you enjoy fast paced stories with lots of dialogue, then this likely won't be the book for you. However, if you enjoy a slower paced story that is more focused on character development,  then I recommend you try thisafter reading book one of course!  *Please note: I received a complimentary copy of this book and chose to review it.",This was unlike any I've read before...
2017-08-09 00:00:00,1511496,251196,5,True,"This book is powerful for kids and their self esteem. A must for learning about size, and being ok with yourself.",Powerful for kids and their self esteem!
2017-09-13 00:00:00,1803503,252393,4,True,"I really liked the concept of using humor and short stories to introduce children to historical figures. While I personally think it may not be a four star execution of that concept, my three year old enjoyed flipping through. Which is a win in my book.",Great idea
2016-11-14 00:00:00,1762261,251841,5,True,"The people in the book could be from your hometown, believable and emotional.  Good vs bad with unexpected happenings throughout.",you may never look at a lake the same!
2016-07-17 00:00:00,102548,252152,5,True,Glenn Stewart was pastor of Riverdale Baptist in Flint Michigan 33 years ago when he married my wife & I. We are still together and Pastor Stewart is still faithful to his calling to preach the Gospel of Jesus Christ. Hearing about his health condition brought back many memories - I was glad to be able to pick up this copy of his sermon from right after his diagnosis - what a testimony - and a challenge. Thank you Glenn for sharing this and God bless you as you and your family deal with this challenge. Philippians 1:19-23,To live is Christ....
2018-02-08 00:00:00,513497,252286,5,True,This was a good read. I will recommend this book. Mason is my new book boyfriend. I love the chemistry Mason and London had. Enjoyable love story.,Mason is the man.
2017-04-04 00:00:00,264382,252489,5,True,"Warning: May Contain Spoilers.

The author of Cease and Desist, Stephen David Hurley, knows that while my reading tastes are eclectic and varied, I absolutely adore a good dystopian novel. Dystopian literature holds up a mirror to our society. It reveals to us who we are in danger of becoming if we go too far. Above all, it makes us examine our values and choices, so we can make better choices both as individuals and as members of our communities. Although this novel has paranormal elements, it is equally dystopian in nature.
All too often today, we see news stories about teenagers publishing their crimes to social media for the world to see. We live in an over-connected world, where to be heard, to be seen, is a shouting match. That which shocks, humiliates, and disturbs is the quickest way to win the match, to stand out, to get noticed and gain fame. Ironically, we often feel less human connection as a result. Adults ask how these teenagers could do such things. Cease and Desist shows us how and why they would do such things.
We are immersed through first person narration in the life and struggles of Cecilia Cease de Menich, a teenage girl with an interesting pedigree, a troubled past, and the charisma of Sarah Bernhardt. Cease is playing the role in a live reality-drama television series of Jeanne dArc, the patron saint of France. However, this is no ordinary role and no ordinary show. Other teen actors play the roles of strong females from history, such as Catherine the Great and Susan B. Anthony, in a contest to win first place at the podium, fall in love with one of the hunks on the show, and fulfill the destiny of saving the world. The show is driven by the audiences ever increasing demand for more nudity, more sex, and even more violence for their entertainment. The actresses are highly competitive, willing to go to ever furthering lengths to win the ultimate prize: Fame. As the sex and violence becomes all too real, Cease must confront her familys past, and make an all too adult decision about how far she is willing to go for fame.
In school, we were given an assignment to pick a historical figure and give the class a presentation. Drawn to Jeanne dArc, she was the subject of my presentation. She was a strong teenager, chosen by God to fulfill a destiny that surely must have overwhelmed her. How did she deal with the trials and eventual horrors she would face? What wisdom could I glean from her life and example? In Jeanne, I saw my 16-year-old self, standing at the precipice of adulthood, struggling with the meaning of life, of love, of identity, of destiny. I immediately found Cease relatable. Cease, an actress, tries to become Jeanne for the screen. She begins receiving emails from a fan who claims to be the Maid herself. Cease begins engaging in conversations with the saint, first in emails, then in her own mind. Cease feels as though Jeanne is with her, throughout her struggles on the show and in her real-life quest to resolve her past and understand what kind of love can save the world.
I thoroughly enjoyed reading Cease and Desist. The characters and plot line were original and well developed, and the writing was excellent. It transported me back to a time when I was a girl on the verge of becoming a woman, identifying with Ceases internal conflicts and difficult choices; and remembering that teenage boys, going through their own struggle to transform into men, may mistake sexual conquest for manhood. Its message was relevant; the mirror it held up showing us a phenomenon in danger of becoming all too real today.

""One life is all we have, and we live it as we believe in living it. But to sacrifice what you are and to live without belief, that is a fate more terrible than dying."" -Jeanne d'Arc",Intriguing and Original Plot
2018-05-07 00:00:00,160464,253331,5,False,I love her work.  She captures me in the first chapter.  Cannot put the book down after that.  On to the next one by her.,Great read
2018-04-20 00:00:00,994105,254034,5,True,"4.5 stars
WOW. CC Warrens can write. Not once was I jerked out of the story. This was a hard book to get right - parts of it were horrifying but it was not gratuitous. We were not left to wallow in evil. Lots of satisfying and encouraging parts of this story. Looking forward to other books with these characters.",What a writer - keep them coming!
2018-04-21 00:00:00,628671,254154,5,False,"5 Stars!! I like cooking but Im not that great at it! This book has actually taught me quite a bit about cooking! I always used packaged sauces & gravys because I didn't know how to make them from scratch but now I do! I may have burnt the sauce a bit but it was still really good! I also learned what that long steel stick is & it is NOT a knife sharpener!! Shocking, I know! I 100% recommend this book to anyone and everyone! I thought I knew a good bit about cooking and this book set me straight on a few things! Like- did you know you are NOT supposed to mince basil, mint or sage?! This was such an informative book and I think everyone will find it useful!
*I voluntarily read and reviewed an advanced copy of this book. All thoughts and opinions are my own!*",5 Stars!!!
2018-02-24 00:00:00,1440257,254007,5,True,nice,Five Stars
2018-05-08 00:00:00,1670947,254111,5,False,"This is everything a nd book should be and I loved it!! Everything about it screams yes for MC books! Love, lust, violence it has it all! Great read",E everything a MC book should be
2018-04-14 00:00:00,250888,255352,5,False,"Ive been wanting to read this FOREVER! Im glad I finally did. I read it one sitting, from midnight to 4am! I read the last half with my head under the covers. I started out in the living room but kept seeing and hearing things so I went to bed with my hubby to protect me (lol).

A couple already on edge and on the verge of a nervous breakdown after a burglary in their own home, is intensified times a thousand when they swap homes with another couple for a quick vacation to clear their heads.

Quite the opposite happens.

When you're done reading this youll look back and wonder what really happened? I questioned everything I read as I devoured it from page to page and still even a day later Im thinking about it all.

Read it! At night! In the dark and alone. Total creep fest!",Total creep fest!
2018-04-23 00:00:00,1397065,255015,5,True,I have been looking for a book like this almost my whole lifetime. Everyone tells you what spices to use with what food but they don't tell you which spices blend well together. The Spice Companion lets you know the spices that work well together. I love it enough to purchase other copies for family members.,If you like to make up your own recipes then you must have this book!!
2013-12-06 00:00:00,1826865,255914,4,True,Very informative and comprehensive.  Good information on ships and ports of call. Excellent for planning your Alaska cruise and visits to ports.,good information
2017-07-18 00:00:00,646718,256024,5,False,"Professional fund manager here. This is the single best book on developing market intelligence that I've read in forty years of reading. Digest this book, and you'll learn how to slaughter sacred cows -- yours and the market's -- for fun and profit. That's harder than it sounds, because Fisher asks a lot from his audience. But if you can get there, it's worth it.",This is the single best book on developing market intelligence that I've read in ...
2017-06-09 00:00:00,374850,256386,5,True,great,Five Stars
2015-08-31 00:00:00,1630830,256377,5,True,A quick and easy read.  Exactly as the title says;  A quick start to making your business Agile.  I like it as a read for relatively new Agile teams who have done a few iterations and/or training but still have a lot of questions.,Exactly as Advertised
2016-05-02 00:00:00,45834,256810,4,False,"This is a great little book. It is basically filled with protocol and suggestions to make people chat with each other in creative ways. I've seen many of these ideas before, so it's not very novel. However, they are all packed together in a handy spot. I could see leaders, bosses, coaches, and anyone who needs to stand in front of a crowd of people they are leading use some of these ideas. Recommended","Great for meetings, get togethers, and other times where people just need to talk..."
2012-08-14 00:00:00,1129639,257159,5,True,"Amazon Kindle provides me the best...
I am a Hawaiian Studies student and had this book in hard copy... Needed a Kindle copy to carry around because this is not a book to read cover to cover... There were actually two revised editions on Kindle and I wanted to be sure not to miss anything I might need to know... So I purchased both... The quality and delivery of Amazon Kindle products is always excellent and this time was no exception...",Amazon Kindle provides me the best...
2016-02-06 00:00:00,385652,257282,4,True,"There is a wealth of information here.  The three monarchs, Henry VII, Henry VIII, and Elizabeth I, who were the Tudor dynasty, were all powerful personalities who wielded their political power to fascinating results.  Each was markedly different from the others in approach and attitude, yet all three served to transform England into the dominant world power she became.  This book presents their stories in careful detail, at the same time paying close attention to the world in which they functioned.  Other figures get excellent coverage as they come into the narrative and leave again, from Cardinal Wolsey to Thomas Cromwell to Ann Boleyn to Sir Walter Raleigh, to Phillip of Spain, William the Silent, and the other religious figures and foreign rulers of the times.  For anyone interested in 16th Century European history, English history, ro the Tudors themselves, this is a must read.  You will find details here that strengthen our understanding of these fascinating people.",Great Resource for History Buffs
2017-01-07 00:00:00,1616697,257313,5,True,"Amazing, helpful, feminine truths! Every girl should read this with mom! My girls (12 & 14) and I loved it!","Amazing, helpful"
2018-05-02 00:00:00,524371,257777,5,True,"I love reading anything that Iris Johansen writes about, I really love the books about Eve and her family and friends. Done read this book and look forward to reading another book.",Book by Iris Johansen
2017-06-02 00:00:00,434290,257680,5,True,Loved this romantic and intriguing story  of the Cutter sons.,Five Stars
2017-01-10 00:00:00,760911,258057,4,True,OK,Four Stars
2016-05-17 00:00:00,81933,258308,5,True,"This was an excellent book, but it depends on your interest in the automobile industry.

As a history buff, I want to know the history of the business, the main players, and top selling cars. For this, the book excels. However, if you want the history of the car industry from a mechanical point of view, this is NOT the book you want.

If you want to get to know Andr Citron, William Durant, Henry Ford, Ferdinand Porsche, Louis Renault along with the companies they founded, this book covers them all wonderfully. Then again, if you want to know how the engine developed, the innerworkings of transmission systems, the transformation from mechanical to electrical, etc, then this book is NOT the one.

That being said, it's not perfect. I would agree with the criticism that too much time is spent on the British if you look at their influence, yet it's written by a Brit, so it's understandable. There are some major players that hardly get mentioned, like Volvo, Subaru, Mitsubishi. There's also some basic errors/typos (like ""Honda's Infiniti"") which should have been caught by decent editing.

The  one large section of the industry I found rather lacking was the Asian market. There is a chapter on it but nothing compared to the time spent on Westerners. The Japanese companies deserve more space. The book does cover them to a degree, though, just not as detailed as the others. As an editor, I would have pulled some pages from Britain and given it to them.

In summary, this is a history of the automobile industry written for history buffs, and I thoroughly enjoyed it for that, even if it's not 100% perfect. I found the book to be a highly educational and entertaining read.","This was an excellent book, but it depends on your interest in the automobile industry."
2015-04-21 00:00:00,199538,258353,3,False,"Just a so-so read. If I was grading papers I'd give it a C+. Rather predictable and about halfway in I was pretty sure who the murderer was. And was proved correct. The lead character (in the series) is one uptight dude, especially in his personal life. How can someone who has to deal with all sorts of people in his professional life be so inept with people he is close to in his personal life? The dichotomy did not ring true. The entire story hinged on a weak, craven woman, which is the personality type I like least so maybe that colored my perspective of the entire story. Where is Kinsey Milhone when you need her.

I liked it enough to finish it and that is saying something so if you pick it up to read, caveat emptor. It depends on what you expect and want in a psychological thriller/police procedural.",An OK Read
2017-07-27 00:00:00,1321624,258203,4,True,"Good story.  Not as captivating as Water's End Bookshop, but still good.  Set in same South Carolina town.",Love this author.
2018-04-23 00:00:00,270945,258856,5,True,Loved all of Archer's Clifton Chronical novels.  Excellent story teller...keeps you turning the pages way into the early morning hours.,Great Read
2016-12-30 00:00:00,1108545,258955,4,True,Very good.  The characters are well-defined with just enough depth.  The story keeps moving and keeps you guessing.,Very good
2018-02-16 00:00:00,242010,259189,5,True,This is a cute story I hope there is a second one on the way.,cute story.
2017-06-15 00:00:00,631085,259443,1,False,"DNF at page 166 (in ARC)

I really tried to get through the book, but the story wasn't working for me. Usually Im not a reader of teen drama, at least if its not accompanied by super powers and/or magical creatures, but I won this in a giveaway and figured Id give it a shot.

At the beginning I found the relationship between Olivia and Adrienne rather interesting. It shows a rather toxic friendship that doesnt just affect the girls in the relationship, but nearly everyone around them. On top of that, there was quite a bit of slut shaming and the typical girls tearing each other down. There is a very clich hierarchy of power and popularity between the students at Buckley High School. Part of the reason I was hanging on to the book was because of my hope that at the end someone would call them out on this and maybe they would realize it and try to fix themselves, but then I got further into the book.

Olivia decides to use fellow student Whit DuRant not only for SAT tutoring, but as a fake boyfriend to get back at Adrienne for sleeping with Olivias now-ex, Ethan. The premise seemed trite to me, but I figured that maybe there would be a twist that kept it interesting. Unfortunately I didn't find such a thing. The only aspect that makes this book different from others with similar plots is that it features a lesbian character as Olivias other best friend. And I truly think its just coincidence that she, Claire, was really the only character I liked. For once it wasn't because she was the only LGBT+ character but because she was the only character that I didn't cringe at once in a while.

Speaking of cringe-y characters, Olivia and Whits entire relationship, at least up to the point that I read, was hard to read. They didn't click at all, but they're supposed to fall in love later in the book? Maybe I didn't read far enough to get to the good stuff. See, Im still holding out hope for this book.

I may come back to it later, but I have so many other books I want to read, and I don't want this book glaring at me from my nightstand anymore, sorry.

Final thought: If you're about dating drama and teens using each other, this book is for you. It just didn't keep me eager to find out what happened next the way Id hoped.

Thank you to Fierce Reads for providing me an ARC in exchange for an honest review.",Ehhh...
2017-09-30 00:00:00,782853,259682,5,True,Perfect for those who.love theatre.,Could not put it down.
2014-05-09 00:00:00,430029,260719,5,False,"R. P. is feeling justifiably low. He has been dealing with a traumatic job layoff, and it seems that seeking new career opportunities has rolled into an extended length of time with no employment or even promising prospects. He now accepts a temporary customer service position. Although thankful for the income, he finds it disappointing to admit the necessity of working a job for which he is greatly overqualified and, to make matters worse,  he has been scheduled on the graveyard shift. He wonders why on earth, at this stage of his adult life, his road has taken this severe curve.

Too young to retire, yet hovering at an age where prospective employers suspect that his most efficient productive and cognitive years are in the past, R. P. finds it difficult to generate enthusiasm about his new temp job.

Personally, I have always been a believer that things often happen for a very distinct reason. We cannot always recognize value at the time, but frequently gaze backwards and say, Aha! I get it now. If that hadnt happened, this would never have been possible.

R. P. perseveres and meets some fascinating, illuminating people along his temp job path. They help him think through his feelings about different aspects of his life, and they help reinforce the belief that people are frequently brought into our lives (even if only temporarily) for a specific purpose.

There are some valuable takeaways from reading this book. It will inspire and surprise the reader, but you won't get any spoilers from me. You will want to read Joy Potential: Where Youd Least Expect It for your own benefit. You may just see the world a little bit differently.",Enlightening Perspective on Joy
2015-07-09 00:00:00,1186804,260745,5,False,"This book is certainly a fun turn of events, that keeps you wondering when the next piano is going to drop. .
  I'm not kidding about the piano drops either! Seriously Author Jay Cutts' writing style is reminiscent of Douglas Adams. The Author of Hitchhiker's Guide to the Galaxy where in it is intelligently focused in a nonsensical way of putting the story across. The flow and heavy use of simile and metaphor make for great laughs and better imagery.",Read for weirdly profound craziness..
2017-09-06 00:00:00,1537873,260899,5,True,"Some of Claremont's best work. This takes place shortly after the X-Men were ""killed"" (again) and a straggler team sets up in London. I found myself enjoying the stories even 20 years later as they do not feel dated or tie themselves to a particular event or year. The humor adds a much needed finesse to the series, and the characters do not dive into a morose or somber mood. Highly recommended.",Excellent work by Claremont. Stories still hold up after all this time.
2015-07-14 00:00:00,1784954,261045,1,True,It was a lot lecture no motivation same old same old boring,One Star
2017-12-15 00:00:00,965751,261625,5,True,It was so hard to get my son to read. We found these books and he has read them all. We are awaiting the release of Book #13 and he keeps asking me when its coming. These books showed him how fun reading can be.,Great for a reluctant reader
2015-02-28 00:00:00,337045,262209,5,True,Challenges conventional thinking about what wars of the 21st century are going to be like and why they'll be quite different than what occurred previously.,... wars of the 21st century are going to be like and why they'll be quite different than what occurred ...
2012-05-25 00:00:00,97028,262421,5,True,"I certainly have read enough books about W to know most of the revelations in this book.  But I was impressed how the author tried to be not too one-sided and couched his language in ""possible"" ways that this might not be a lie.  I am amazed that Bush/Cheney/Rumsfeld are not in jail--but I guess that is the way our system works.  Gore would not have ended up as being a great president, I doubt.  But his administration certainly would have had more integrity than this mess--and might have even prevented 9-11.  sigh",a good read
2018-03-04 00:00:00,225257,262265,3,True,"I often have a difficult time getting into novels in which the protagonist is not a hero. This one was no exception. In addition, I felt that the authors prose was a bit overdone.  I don't mind looking up words in the dictionary as I read, but I found myself having to do so a bit too frequently for comfort in this book.  Some reviewers compare Martin Amis favorably with Fyodor Dostoyevsky. However, in my opinion this book pales in comparison with The Brothers Karamazov. Thankfully, at only 242 pages, I was able to force myself to read this depressing tale until the end. I doubt Ill turn to Amis's fiction again; however, some of his non-fiction works seem like they would be worth reading.",Didn't Find It All That Engaging
2009-06-11 00:00:00,42141,262540,3,True,"While I was fascinated by much of the biographical detail in this comparative study and am entirely sympathetic to Lebedoff's critique of the intellectual elites and the pc dogma & moral relativism that flow from their arrogant self-regard, I found his ""same man"" thesis to be contrived and unconvincing. By forcing Orwell and Waugh into the ""same man"" construct, Lebedoff (totally without intent) demeans Orwell whose extraordinary political courage, character and legacy remain unequalled and have no comparable analogue in Waugh who is little read today and who, even in his day, was not much more than an uncommonly fine prose stylist with an ostentatiously idiosyncratic lifestyle.",Two cheers
2018-03-23 00:00:00,262329,263189,5,False,"Fans of Little Critters will love this collection of four stories in one book: You Go First, It's True, Being Thankful, and We All Need Forgiveness. This hardcover book will be sure to hold up to daily reading. These stories follow Little Critter as he learns valuable lessons that we all should apply to our own lives. It certainly would make the world a better place. We naturally gravitatetowards the ""me, me, me"" attitude. But what if we thought of others? How do partial truths affect those around us? It isn't quite a lie, right? Or is it... And constantly wanting more. But my friends have it, why can't I?

I remember reading Little Critter when I was a kid. Has it really be around for that many years? I mean...for a short amount of years? :) Little Critter books are full of important lessons and lots of love. This collection would be great for toddlers or young readers. There are some challenging words in there so it would be a good book to read together and help expand their vocabulary. I recommend adding this book to your home library for nighttime readings as well as for practice for those learning to read. Not only will it help on their reading skills, but it was also open their minds to the possibility thatthinking of others over themselves might actually be a good thing.",Thinking of others over ourselves might actually be a good thing!
2016-07-16 00:00:00,202273,217198,4,True,"This is a pretty simple cookbook and can be a great resource for anyone watching their carbs. Some of these recipes are just common sense for anyone who cooks on a regular basis, so I wouldn't classify them all as ""recipes"", per se. I wish there was more information about where to look for some of the ingredients. It's a good, usable book, however, and can certainly assist someone wanting to watch their carbs either for weight or overall health.","Good, simple book that's easy to follow."
2014-03-07 00:00:00,1109824,265369,5,True,"I am fortunate to live within 25 minutes of Johnnie Gabriel's restaurant
which is WONDERFUL!  So happy to have this beautiful cookbook and
also got one for my daughter.  She is coming out with a new book in
April.  AWESOME!",Johnnie is fabulous!
2016-11-17 00:00:00,979903,265456,5,True,"I love cookbooks and use ereaderiq.com to find low price gems.  This is one of those gems.  These are recipes you hand down thru generations because everyone loves them.  They use ingredients you find everywhere and even beginner cooks can serve them with confidence.  If you're lucky enough to find this at the incredible price of $1.99, grab it!",A real gem
2018-02-20 00:00:00,532593,265656,5,True,Character development and also a sense of fun too. I love the setting and the nun detective.,Five Stars
2015-01-10 00:00:00,449140,265906,5,True,Awesome book!......... Very nice product! Great job! Feeling the power!  thank you from PowerMan!,Five Stars
2018-04-18 00:00:00,651673,266622,5,True,A very good way to review what I  may have forgotten.,Five Stars
2014-02-05 00:00:00,1174623,266919,5,True,the book arrived in beautiful shape and am enjoying reading all the different ways to cook  a sweet potato.  The book looks like it is brand new.,I love this cook book
2011-09-09 00:00:00,789964,266803,4,True,"For the $5 price on Amazon, this book is a GREAT bargain on its own!  Has over 1,000 ideas of ways to save money on baby items, and although several are just common sense, I still ended up marking about 80 that I hadn't thought of.  Great book to browse through and utilize!",Great book!
2016-10-10 00:00:00,364574,267057,5,True,"Pick it up, read and fall in love with the Eternal Guardians as I have. You get pages of drama, good v evil, bad ass guardians fighting all kinds of underworld super Titans gods. Wrap it up with Argonauts, Fates, Daemons and Misos and you have a great storyline that you can't place down.",Enraptured
2016-12-12 00:00:00,159135,267345,5,True,Outstanding Book. This should be in the library of every sales person! We have made it required reading for all new employees.,Outstanding Book
2018-02-06 00:00:00,547791,268001,5,True,Fascinating book with lots of very good information. I highly recommend it.,Five Stars
2018-02-24 00:00:00,771742,268101,5,True,Very nice book--delicious recipes-- interesting text; overall beautiful book!,Five Stars
2016-02-18 00:00:00,1416197,268160,5,True,Love his show,Five Stars
2008-08-04 00:00:00,1394249,268285,5,True,YOUNG MEN NEED TO KNOW HOW TO BE FATHERS THIS IS SO LACKING IN OUR SOCIETY. THANK YOU FOR WRITING AND SHARING YOUR EXPERIENCES.,FATHERHOOD BY GEORGE
2012-03-07 00:00:00,5415,268372,1,False,"eBook downloaded from [...]

A man narrates the background of a little boy who calls him father, although they are not related.

The narrator typifies the worst of a Victorian ""gentleman:"" pompous, selfish, and even a tad vicious. I have seen this book included in the Peter Pan series, although it has nothing to do with Peter Pan and in fact is so tedious and pointless I gave up less than a quarter of the way through. The multiple spelling and grammar errors missed by the Gutenberg proofreaders didn't help.",Tedious with many errors
2017-11-23 00:00:00,829209,268700,5,True,"What can I say but WOW
I couldn't put this book down.
It captured me from the very beginning and what kept me coming back was that i needed to know what happened to Elizabeth.
It was an amazing story of a woman called Alice who falls pregnant to a married man.
Her disappointed mother and father ship het away to a mysterious place filled with untold secrets.
There she slowly learns the history of the house and the Stanton family.
Based at the end of the 18th century in England.
The untold secrets and the life of Elizabeth keep you hanging onto your seat and it gives you an urge to just keep on reading.
11/10",WOW
2018-02-18 00:00:00,145711,268736,5,True,Cute story that the kids enjoy. Can't go wrong with Mo Willems. Good quality binding.,Five Stars
